AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Premis Desc,Weapon Desc,Status Desc,Hour,DayOfWeek,IsWeekend,TimeOfDay,IsNight,TimeToReport_Hours,Occ_Month,Has_Cross_Street_np,Location_Cluster,Hour_Sin,Hour_Cos
Rampart,DISTURBING THE PEACE,27,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,15,Saturday,1,Afternoon,0,0.0,4,0,6,-0.7071067811865471,-0.7071067811865479
Central,BURGLARY FROM VEHICLE,44,F,W,PARKING LOT,undefined,Invest Cont,20,Friday,0,Evening,0,0.0,9,0,9,-0.8660254037844386,0.5000000000000001
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,O,LIBRARY,undefined,Adult Arrest,14,Wednesday,0,Afternoon,0,0.0,4,0,9,-0.4999999999999997,-0.8660254037844388
Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,H,STREET,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,14,Saturday,1,Afternoon,0,0.0,2,0,6,-0.4999999999999997,-0.8660254037844388
Olympic,BRANDISH WEAPON,50,M,H,STREET,HAND GUN,Invest Cont,16,Friday,0,Afternoon,0,0.0,9,1,6,-0.8660254037844385,-0.5000000000000004
Southeast,THEFT PLAIN - PETTY ($950 & UNDER),50,F,H,YARD (RESIDENTIAL/BUSINESS),undefined,Invest Cont,15,Sunday,1,Afternoon,0,408.0,1,0,13,-0.7071067811865471,-0.7071067811865479
West LA,BATTERY - SIMPLE ASSAULT,31,M,O,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,17,Wednesday,0,Afternoon,0,0.0,10,0,10,-0.9659258262890683,-0.25881904510252063
Olympic,VIOLATION OF RESTRAINING ORDER,53,M,B,SINGLE FAMILY DWELLING,undefined,Invest Cont,22,Friday,0,Night,1,24.0,9,0,6,-0.5000000000000004,0.8660254037844384
77th Street,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",34,F,B,MOTEL,undefined,Invest Cont,14,Thursday,0,Afternoon,0,0.0,3,0,13,-0.4999999999999997,-0.8660254037844388
Central,BURGLARY FROM VEHICLE,26,F,O,SIDEWALK,undefined,Invest Cont,21,Friday,0,Evening,0,24.0,10,1,9,-0.7071067811865477,0.7071067811865474
Hollywood,"BUNCO, GRAND THEFT",51,F,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,17,Wednesday,0,Afternoon,0,24.0,8,0,6,-0.9659258262890683,-0.25881904510252063
Northeast,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",29,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,10,Friday,0,Morning,0,480.0,5,0,6,0.49999999999999994,-0.8660254037844387
Central,THEFT PLAIN - PETTY ($950 & UNDER),36,M,H,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",undefined,Invest Cont,17,Friday,0,Afternoon,0,408.0,6,0,9,-0.9659258262890683,-0.25881904510252063
Van Nuys,VANDALISM - MISDEAMEANOR ($399 OR UNDER),29,F,H,PARKING LOT,undefined,Invest Cont,22,Monday,0,Night,1,48.0,1,0,11,-0.5000000000000004,0.8660254037844384
West LA,BRANDISH WEAPON,58,M,W,PARKING LOT,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,12,Monday,0,Afternoon,0,0.0,10,0,12,1.2246467991473532e-16,-1.0
Van Nuys,SHOPLIFTING - PETTY THEFT ($950 & UNDER),35,M,O,OTHER STORE,undefined,Invest Cont,7,Thursday,0,Morning,0,0.0,2,0,11,0.9659258262890683,-0.25881904510252063
Newton,OTHER ASSAULT,16,F,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,9,Saturday,1,Morning,0,72.0,5,0,0,0.7071067811865476,-0.7071067811865475
Rampart,ROBBERY,40,M,H,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,12,Saturday,1,Afternoon,0,144.0,8,1,9,1.2246467991473532e-16,-1.0
Pacific,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",28,F,H,TRANSPORTATION FACILITY (AIRPORT),UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,15,Tuesday,0,Afternoon,0,120.0,10,0,4,-0.7071067811865471,-0.7071067811865479
West Valley,THEFT OF IDENTITY,64,M,H,SINGLE FAMILY DWELLING,undefined,Invest Cont,6,Friday,0,Morning,0,744.0,5,0,3,1.0,6.123233995736766e-17
Central,THEFT PLAIN - PETTY ($950 & UNDER),27,M,O,MARKET,undefined,Invest Cont,21,Tuesday,0,Evening,0,96.0,7,0,9,-0.7071067811865477,0.7071067811865474
Olympic,BURGLARY FROM VEHICLE,24,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,17,Tuesday,0,Afternoon,0,24.0,8,0,6,-0.9659258262890683,-0.25881904510252063
Topanga,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",22,F,H,GAS STATION,undefined,Invest Cont,19,Sunday,1,Evening,0,24.0,5,0,16,-0.9659258262890684,0.2588190451025203
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",40,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,2,Saturday,1,Night,1,0.0,5,0,9,0.49999999999999994,0.8660254037844387
Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",17,M,H,STREET,HAND GUN,Adult Other,0,Thursday,0,Night,1,0.0,12,0,11,0.0,1.0
Rampart,THEFT OF IDENTITY,28,F,H,BANK,undefined,Invest Cont,6,Monday,0,Morning,0,24.0,1,0,9,1.0,6.123233995736766e-17
Wilshire,THEFT PLAIN - PETTY ($950 & UNDER),36,M,B,"PORCH, RESIDENTIAL",undefined,Invest Cont,13,Thursday,0,Afternoon,0,0.0,3,0,12,-0.2588190451025208,-0.9659258262890683
West Valley,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,63,F,H,OTHER PREMISE,undefined,Invest Cont,15,Friday,0,Afternoon,0,120.0,10,0,3,-0.7071067811865471,-0.7071067811865479
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,0,M,H,SIDEWALK,VERBAL THREAT,Invest Cont,16,Wednesday,0,Afternoon,0,24.0,11,0,9,-0.8660254037844385,-0.5000000000000004
Southwest,INTIMATE PARTNER - SIMPLE ASSAULT,35,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,1,Friday,0,Night,1,0.0,1,0,12,0.25881904510252074,0.9659258262890683
West LA,BURGLARY FROM VEHICLE,34,M,H,PARKING UNDERGROUND/BUILDING,undefined,Invest Cont,11,Tuesday,0,Morning,0,0.0,11,0,12,0.258819045102521,-0.9659258262890682
Devonshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),51,M,H,OTHER BUSINESS,undefined,Invest Cont,18,Thursday,0,Evening,0,24.0,8,1,7,-1.0,-1.8369701987210297e-16
West LA,THEFT PLAIN - PETTY ($950 & UNDER),36,M,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,7,Sunday,1,Morning,0,24.0,5,0,10,0.9659258262890683,-0.25881904510252063
Pacific,BURGLARY,50,F,B,SINGLE FAMILY DWELLING,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,19,Monday,0,Evening,0,24.0,4,0,4,-0.9659258262890684,0.2588190451025203
Devonshire,BURGLARY,77,M,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,10,Wednesday,0,Morning,0,0.0,12,0,15,0.49999999999999994,-0.8660254037844387
N Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),0,M,O,MARKET,undefined,Invest Cont,20,Wednesday,0,Evening,0,0.0,10,0,8,-0.8660254037844386,0.5000000000000001
West LA,BATTERY - SIMPLE ASSAULT,21,M,O,MARKET,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,20,Saturday,1,Evening,0,0.0,4,0,10,-0.8660254037844386,0.5000000000000001
Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,M,H,STREET,UNKNOWN FIREARM,Invest Cont,20,Wednesday,0,Evening,0,0.0,5,1,13,-0.8660254037844386,0.5000000000000001
Southwest,THEFT OF IDENTITY,23,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,12,Sunday,1,Afternoon,0,288.0,7,0,12,1.2246467991473532e-16,-1.0
Pacific,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",25,F,B,GARAGE/CARPORT,undefined,Invest Cont,17,Thursday,0,Afternoon,0,264.0,12,0,4,-0.9659258262890683,-0.25881904510252063
West Valley,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",32,M,H,HEALTH SPA/GYM,undefined,Invest Cont,17,Monday,0,Afternoon,0,24.0,7,0,3,-0.9659258262890683,-0.25881904510252063
Central,ROBBERY,63,M,O,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3,Monday,0,Night,1,0.0,2,0,9,0.7071067811865476,0.7071067811865476
Central,"RAPE, FORCIBLE",50,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,17,Wednesday,0,Afternoon,0,744.0,8,0,9,-0.9659258262890683,-0.25881904510252063
Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),52,M,W,STREET,undefined,Invest Cont,1,Monday,0,Night,1,168.0,10,0,11,0.25881904510252074,0.9659258262890683
Van Nuys,BURGLARY,33,F,W,OTHER BUSINESS,undefined,Invest Cont,4,Wednesday,0,Night,1,0.0,12,0,11,0.8660254037844386,0.5000000000000001
Olympic,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,F,O,BAR/COCKTAIL/NIGHTCLUB,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,0,Thursday,0,Night,1,456.0,11,0,6,0.0,1.0
Newton,ROBBERY,0,F,B,STREET,CLUB/BAT,Adult Other,8,Saturday,1,Morning,0,0.0,11,1,0,0.8660254037844387,-0.4999999999999998
Mission,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),24,F,H,STREET,undefined,Invest Cont,11,Thursday,0,Morning,0,0.0,8,1,2,0.258819045102521,-0.9659258262890682
Devonshire,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",52,F,B,PARKING LOT,undefined,Invest Cont,17,Friday,0,Afternoon,0,768.0,12,0,7,-0.9659258262890683,-0.25881904510252063
Foothill,THEFT OF IDENTITY,36,F,H,SINGLE FAMILY DWELLING,undefined,Invest Cont,6,Tuesday,0,Morning,0,0.0,8,0,17,1.0,6.123233995736766e-17
Mission,BATTERY - SIMPLE ASSAULT,18,M,H,OFFICE BUILDING/OFFICE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,19,Thursday,0,Evening,0,144.0,4,0,19,-0.9659258262890684,0.2588190451025203
Southwest,ROBBERY,15,M,B,STREET,HAND GUN,Invest Cont,16,Friday,0,Afternoon,0,120.0,5,1,0,-0.8660254037844385,-0.5000000000000004
Wilshire,BATTERY - SIMPLE ASSAULT,15,F,H,HIGH SCHOOL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,11,Monday,0,Morning,0,24.0,2,0,12,0.258819045102521,-0.9659258262890682
Newton,BATTERY - SIMPLE ASSAULT,60,M,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6,Saturday,1,Morning,0,0.0,8,0,0,1.0,6.123233995736766e-17
Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),65,M,B,STREET,undefined,Invest Cont,12,Monday,0,Afternoon,0,24.0,7,1,18,1.2246467991473532e-16,-1.0
Southeast,VANDALISM - MISDEAMEANOR ($399 OR UNDER),37,F,B,"VEHICLE, PASSENGER/TRUCK",undefined,Invest Cont,2,Tuesday,0,Night,1,0.0,3,0,13,0.49999999999999994,0.8660254037844387
Rampart,BURGLARY FROM VEHICLE,42,M,H,"VEHICLE, PASSENGER/TRUCK",undefined,Adult Arrest,3,Sunday,1,Night,1,0.0,6,1,9,0.7071067811865476,0.7071067811865476
West Valley,THEFT OF IDENTITY,66,M,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,15,Tuesday,0,Afternoon,0,0.0,6,0,3,-0.7071067811865471,-0.7071067811865479
N Hollywood,ROBBERY,28,F,H,RESTAURANT/FAST FOOD,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,22,Thursday,0,Night,1,0.0,7,0,8,-0.5000000000000004,0.8660254037844384
Devonshire,BURGLARY,47,M,A,PUBLIC STORAGE,undefined,Invest Cont,2,Wednesday,0,Night,1,288.0,6,0,7,0.49999999999999994,0.8660254037844387
Central,BATTERY - SIMPLE ASSAULT,32,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,9,Monday,0,Morning,0,0.0,11,0,9,0.7071067811865476,-0.7071067811865475
N Hollywood,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",40,M,W,CYBERSPACE,undefined,Adult Other,15,Thursday,0,Afternoon,0,48.0,6,0,8,-0.7071067811865471,-0.7071067811865479
Northeast,BATTERY - SIMPLE ASSAULT,37,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Juv Other,23,Thursday,0,Night,1,24.0,6,0,6,-0.25881904510252157,0.9659258262890681
Mission,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),71,F,W,STREET,undefined,Invest Cont,12,Thursday,0,Afternoon,0,72.0,6,0,2,1.2246467991473532e-16,-1.0
Central,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",49,F,H,OTHER BUSINESS,undefined,Invest Cont,17,Tuesday,0,Afternoon,0,0.0,12,0,9,-0.9659258262890683,-0.25881904510252063
Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),30,F,B,STREET,undefined,Invest Cont,16,Tuesday,0,Afternoon,0,0.0,1,1,6,-0.8660254037844385,-0.5000000000000004
Southwest,ROBBERY,24,M,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,16,Sunday,1,Afternoon,0,0.0,2,0,12,-0.8660254037844385,-0.5000000000000004
Olympic,THEFT OF IDENTITY,32,F,H,AUTOMATED TELLER MACHINE (ATM),undefined,Invest Cont,1,Thursday,0,Night,1,1560.0,6,0,6,0.25881904510252074,0.9659258262890683
Wilshire,THEFT PLAIN - PETTY ($950 & UNDER),29,F,W,PUBLIC RESTROOM/OUTSIDE*,undefined,Invest Cont,14,Wednesday,0,Afternoon,0,0.0,8,0,12,-0.4999999999999997,-0.8660254037844388
Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),67,M,W,STREET,undefined,Invest Cont,11,Sunday,1,Morning,0,0.0,11,0,4,0.258819045102521,-0.9659258262890682
Van Nuys,SHOPLIFTING - PETTY THEFT ($950 & UNDER),22,M,W,DEPARTMENT STORE,undefined,Adult Arrest,17,Saturday,1,Afternoon,0,168.0,4,0,11,-0.9659258262890683,-0.25881904510252063
West Valley,BATTERY - SIMPLE ASSAULT,19,F,H,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,14,Tuesday,0,Afternoon,0,0.0,5,1,3,-0.4999999999999997,-0.8660254037844388
Pacific,THEFT PLAIN - PETTY ($950 & UNDER),49,F,O,SINGLE FAMILY DWELLING,undefined,Invest Cont,18,Wednesday,0,Evening,0,120.0,8,0,12,-1.0,-1.8369701987210297e-16
Southeast,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",23,M,H,"VEHICLE, PASSENGER/TRUCK",PIPE/METAL PIPE,Invest Cont,17,Wednesday,0,Afternoon,0,0.0,8,0,13,-0.9659258262890683,-0.25881904510252063
Mission,BURGLARY,55,M,A,RESTAURANT/FAST FOOD,undefined,Invest Cont,20,Thursday,0,Evening,0,24.0,11,0,19,-0.8660254037844386,0.5000000000000001
Olympic,BATTERY - SIMPLE ASSAULT,38,M,W,DRUG STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,20,Sunday,1,Evening,0,24.0,8,0,6,-0.8660254037844386,0.5000000000000001
N Hollywood,CRIMINAL THREATS - NO WEAPON DISPLAYED,30,M,H,STREET,VERBAL THREAT,Adult Other,12,Tuesday,0,Afternoon,0,0.0,5,1,8,1.2246467991473532e-16,-1.0
Harbor,TRESPASSING,31,F,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,14,Wednesday,0,Afternoon,0,0.0,1,0,5,-0.4999999999999997,-0.8660254037844388
West LA,THEFT OF IDENTITY,31,M,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,14,Sunday,1,Afternoon,0,1704.0,8,0,10,-0.4999999999999997,-0.8660254037844388
West LA,THEFT PLAIN - PETTY ($950 & UNDER),35,M,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,18,Friday,0,Evening,0,0.0,9,0,12,-1.0,-1.8369701987210297e-16
Wilshire,OTHER ASSAULT,43,F,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,20,Saturday,1,Evening,0,0.0,9,0,12,-0.8660254037844386,0.5000000000000001
Southwest,BATTERY - SIMPLE ASSAULT,42,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,23,Monday,0,Night,1,0.0,6,0,12,-0.25881904510252157,0.9659258262890681
Hollenbeck,TRESPASSING,88,F,H,OTHER RESIDENCE,undefined,Invest Cont,6,Tuesday,0,Morning,0,0.0,7,0,9,1.0,6.123233995736766e-17
Northeast,BURGLARY FROM VEHICLE,65,F,H,PARK/PLAYGROUND,undefined,Invest Cont,11,Monday,0,Morning,0,0.0,2,0,6,0.258819045102521,-0.9659258262890682
Pacific,BATTERY - SIMPLE ASSAULT,65,M,O,TRANSPORTATION FACILITY (AIRPORT),"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,18,Monday,0,Evening,0,0.0,9,0,4,-1.0,-1.8369701987210297e-16
Wilshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",62,M,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,20,Sunday,1,Evening,0,24.0,2,0,12,-0.8660254037844386,0.5000000000000001
Wilshire,BRANDISH WEAPON,35,M,H,OTHER BUSINESS,SCISSORS,Invest Cont,8,Monday,0,Morning,0,0.0,12,0,6,0.8660254037844387,-0.4999999999999998
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,H,STREET,HAND GUN,Invest Cont,22,Sunday,1,Night,1,0.0,3,0,9,-0.5000000000000004,0.8660254037844384
Mission,BATTERY - SIMPLE ASSAULT,69,M,H,BANK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,10,Tuesday,0,Morning,0,72.0,11,0,19,0.49999999999999994,-0.8660254037844387
77th Street,ROBBERY,55,F,H,SIDEWALK,HAND GUN,Invest Cont,21,Thursday,0,Evening,0,0.0,3,1,13,-0.7071067811865477,0.7071067811865474
Newton,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,21,M,B,MISSIONS/SHELTERS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,23,Friday,0,Night,1,72.0,10,0,0,-0.25881904510252157,0.9659258262890681
Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,M,H,STREET,AIR PISTOL/REVOLVER/RIFLE/BB GUN,Adult Arrest,15,Thursday,0,Afternoon,0,0.0,1,1,13,-0.7071067811865471,-0.7071067811865479
Pacific,BURGLARY FROM VEHICLE,75,F,B,GARAGE/CARPORT,undefined,Invest Cont,10,Sunday,1,Morning,0,1248.0,12,0,4,0.49999999999999994,-0.8660254037844387
Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),37,M,H,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,undefined,Invest Cont,6,Wednesday,0,Morning,0,0.0,5,1,0,1.0,6.123233995736766e-17
Topanga,BATTERY - SIMPLE ASSAULT,35,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,18,Saturday,1,Evening,0,24.0,1,0,7,-1.0,-1.8369701987210297e-16
Van Nuys,BURGLARY,51,F,H,MEDICAL/DENTAL OFFICES,undefined,Invest Cont,18,Friday,0,Evening,0,72.0,7,0,8,-1.0,-1.8369701987210297e-16
Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,B,YARD (RESIDENTIAL/BUSINESS),MACE/PEPPER SPRAY,Adult Other,22,Tuesday,0,Night,1,0.0,4,0,13,-0.5000000000000004,0.8660254037844384
Newton,INTIMATE PARTNER - SIMPLE ASSAULT,35,M,B,SINGLE FAMILY DWELLING,AIR PISTOL/REVOLVER/RIFLE/BB GUN,Adult Other,7,Sunday,1,Morning,0,0.0,6,1,0,0.9659258262890683,-0.25881904510252063
N Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),38,F,O,SINGLE FAMILY DWELLING,undefined,Invest Cont,23,Monday,0,Night,1,336.0,5,0,11,-0.25881904510252157,0.9659258262890681
N Hollywood,TRESPASSING,0,M,W,OTHER RESIDENCE,undefined,Adult Arrest,3,Sunday,1,Night,1,0.0,4,0,8,0.7071067811865476,0.7071067811865476
Mission,VANDALISM - MISDEAMEANOR ($399 OR UNDER),18,F,H,SINGLE FAMILY DWELLING,undefined,Adult Other,13,Monday,0,Afternoon,0,0.0,6,0,11,-0.2588190451025208,-0.9659258262890683
Southeast,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",49,M,B,STREET,HAND GUN,Invest Cont,19,Thursday,0,Evening,0,0.0,4,1,13,-0.9659258262890684,0.2588190451025203
Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,23,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,9,Saturday,1,Morning,0,48.0,8,0,9,0.7071067811865476,-0.7071067811865475
Olympic,SHOTS FIRED AT INHABITED DWELLING,30,M,H,SINGLE FAMILY DWELLING,UNKNOWN FIREARM,Invest Cont,23,Saturday,1,Night,1,24.0,10,0,6,-0.25881904510252157,0.9659258262890681
N Hollywood,BURGLARY FROM VEHICLE,29,M,B,PARKING UNDERGROUND/BUILDING,undefined,Adult Arrest,21,Friday,0,Evening,0,24.0,8,0,8,-0.7071067811865477,0.7071067811865474
77th Street,ROBBERY,18,M,H,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,16,Tuesday,0,Afternoon,0,0.0,8,1,0,-0.8660254037844385,-0.5000000000000004
West LA,BURGLARY FROM VEHICLE,29,F,W,GARAGE/CARPORT,undefined,Invest Cont,12,Friday,0,Afternoon,0,936.0,1,0,10,1.2246467991473532e-16,-1.0
Hollenbeck,THEFT FROM MOTOR VEHICLE - ATTEMPT,58,M,H,"VEHICLE STORAGE LOT (CARS, TRUCKS, RV'S, BOATS, TRAILERS, ETC.)",undefined,Invest Cont,9,Sunday,1,Morning,0,0.0,2,0,14,0.7071067811865476,-0.7071067811865475
Hollenbeck,THEFT OF IDENTITY,40,F,H,SINGLE FAMILY DWELLING,undefined,Invest Cont,1,Saturday,1,Night,1,72.0,4,0,9,0.25881904510252074,0.9659258262890683
Rampart,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),53,M,H,OTHER PREMISE,undefined,Invest Cont,7,Wednesday,0,Morning,0,0.0,2,0,6,0.9659258262890683,-0.25881904510252063
Devonshire,VANDALISM - MISDEAMEANOR ($399 OR UNDER),26,M,W,OTHER BUSINESS,undefined,Invest Cont,15,Sunday,1,Afternoon,0,2736.0,12,0,7,-0.7071067811865471,-0.7071067811865479
Mission,INTIMATE PARTNER - SIMPLE ASSAULT,32,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,8,Tuesday,0,Morning,0,24.0,4,0,19,0.8660254037844387,-0.4999999999999998
Foothill,BATTERY - SIMPLE ASSAULT,37,M,H,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,17,Tuesday,0,Afternoon,0,0.0,4,1,19,-0.9659258262890683,-0.25881904510252063
Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),38,F,A,STREET,undefined,Invest Cont,20,Sunday,1,Evening,0,24.0,11,0,11,-0.8660254037844386,0.5000000000000001
West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,F,H,DRIVEWAY,OTHER KNIFE,Adult Other,20,Wednesday,0,Evening,0,0.0,9,0,3,-0.8660254037844386,0.5000000000000001
Newton,ATTEMPTED ROBBERY,58,M,H,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,22,Sunday,1,Night,1,0.0,3,1,0,-0.5000000000000004,0.8660254037844384
Wilshire,PICKPOCKET,18,F,H,ENTERTAINMENT/COMEDY CLUB (OTHER),undefined,Invest Cont,0,Tuesday,0,Night,1,24.0,11,0,12,0.0,1.0
Mission,ATTEMPTED ROBBERY,51,M,H,STREET,HAND GUN,Adult Arrest,12,Thursday,0,Afternoon,0,0.0,4,1,2,1.2246467991473532e-16,-1.0
Hollywood,INTIMATE PARTNER - AGGRAVATED ASSAULT,41,F,W,SINGLE FAMILY DWELLING,STICK,Adult Arrest,14,Saturday,1,Afternoon,0,24.0,9,0,8,-0.4999999999999997,-0.8660254037844388
West LA,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M,W,DEPARTMENT STORE,undefined,Invest Cont,16,Thursday,0,Afternoon,0,0.0,6,0,12,-0.8660254037844385,-0.5000000000000004
Southeast,BURGLARY,45,F,H,SINGLE FAMILY DWELLING,undefined,Invest Cont,11,Thursday,0,Morning,0,24.0,8,0,13,0.258819045102521,-0.9659258262890682
Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),24,M,H,CLOTHING STORE,undefined,Invest Cont,13,Monday,0,Afternoon,0,168.0,9,0,9,-0.2588190451025208,-0.9659258262890683
Mission,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,16,Monday,0,Afternoon,0,240.0,12,0,2,-0.8660254037844385,-0.5000000000000004
